Object_ID,County,Municipality,GIS_Acres
16881,Essex,Fairfield Township,1.90024643
17062,Essex,Fairfield Township,2.2510844
17191,Essex,Fairfield Township,1.03469303
17431,Essex,Fairfield Township,21.27718222
17452,Essex,Fairfield Township,6.62556679
17475,Essex,Fairfield Township,36.40613082
17791,Essex,Fairfield Township,6.11252951
17939,Essex,Fairfield Township,1.14561591
17945,Essex,Fairfield Township,10.13331557
18036,Essex,Fairfield Township,2.69825746
18600,Essex,Fairfield Township,6.24217519
18699,Essex,Fairfield Township,9.3839263
18791,Essex,Fairfield Township,2.45831221
18823,Essex,Fairfield Township,30.31701254
18855,Essex,Fairfield Township,3.86669534
19105,Essex,Fairfield Township,1.8746274
19112,Essex,Fairfield Township,4.9996391
19166,Essex,Fairfield Township,5.9789275
19171,Essex,Fairfield Township,15.59098114
19217,Essex,Fairfield Township,7.65836632
19342,Essex,Fairfield Township,0.64987062
19423,Essex,Fairfield Township,4.25142395
19427,Essex,Fairfield Township,0.96137249
19454,Essex,Fairfield Township,0.11035117
19708,Essex,Fairfield Township,0.24862367
20697,Essex,Fairfield Township,3.53470416
20949,Essex,Fairfield Township,3.76414276
24052,Essex,Fairfield Township,0.09749521
24053,Essex,Fairfield Township,0.10120983
24054,Essex,Fairfield Township,0.20127821
24168,Essex,Fairfield Township,4.70177162
24436,Essex,Fairfield Township,0.24160731
24526,Essex,Fairfield Township,0.32448422
24602,Essex,Fairfield Township,0.15483287
24603,Essex,Fairfield Township,1.56355612
25020,Essex,Fairfield Township,0.1665957
25021,Essex,Fairfield Township,0.1876841
25022,Essex,Fairfield Township,0.16622156
25023,Essex,Fairfield Township,0.14230304
25024,Essex,Fairfield Township,0.13036635
25025,Essex,Fairfield Township,0.18150894
25026,Essex,Fairfield Township,0.26077318
25029,Essex,Fairfield Township,0.25653143
25117,Essex,Fairfield Township,0.14637609
25118,Essex,Fairfield Township,0.14984781
25448,Essex,Fairfield Township,4.49570666
25808,Essex,Fairfield Township,2.48587785
26082,Essex,Fairfield Township,1.25469485
29440,Essex,Fairfield Township,8.10551848
29953,Essex,Fairfield Township,2.56856373
30439,Essex,Fairfield Township,10.02929782
30617,Essex,Fairfield Township,4.54337029
30687,Essex,Fairfield Township,50.21023762
30702,Essex,Fairfield Township,1.09018873
30710,Essex,Fairfield Township,2.54100068
30737,Essex,Fairfield Township,2.8756591
30824,Essex,Fairfield Township,1.7615981
31153,Essex,Fairfield Township,2.98161192
31374,Essex,Fairfield Township,0.72314249
32267,Essex,Fairfield Township,12.92015575
32584,Essex,Fairfield Township,8.14362442
37718,Essex,Fairfield Township,7.74827278
37854,Essex,Fairfield Township,1.98292298
38264,Essex,Fairfield Township,3.20099631
38495,Essex,Fairfield Township,31.48265392
38498,Essex,Fairfield Township,84.46367799
38638,Essex,Fairfield Township,0.37530816
38689,Essex,Fairfield Township,1.83423891
39359,Essex,Fairfield Township,9.90768844
39988,Essex,Fairfield Township,5.79084875
40085,Essex,Fairfield Township,2.6303358
40256,Essex,Fairfield Township,31.9343346
40676,Essex,Fairfield Township,6.18238974
40685,Essex,Fairfield Township,2.51343852
40702,Essex,Fairfield Township,8.00283415
41097,Essex,Fairfield Township,1.81735848
41156,Essex,Fairfield Township,5.37476575
41164,Essex,Fairfield Township,4.83688676
41219,Essex,Fairfield Township,7.77256451
41494,Essex,Fairfield Township,10.43537092
42059,Essex,Fairfield Township,2.4042177
42089,Essex,Fairfield Township,19.80195379
42278,Essex,Fairfield Township,2.12652319
42411,Essex,Fairfield Township,0.97984759
42719,Essex,Fairfield Township,6.52423173
43180,Essex,Fairfield Township,0.25437957
43181,Essex,Fairfield Township,1.62842478
43332,Essex,Fairfield Township,2.76421478
43539,Essex,Fairfield Township,33.56666699
43887,Essex,Fairfield Township,2.26473294
43927,Essex,Fairfield Township,19.85601338
44140,Essex,Fairfield Township,0.16716126
44314,Essex,Fairfield Township,2.90032214
44471,Essex,Fairfield Township,7.01430919
44554,Essex,Fairfield Township,4.88242931
44615,Essex,Fairfield Township,12.11883956
44659,Essex,Fairfield Township,9.4104671
44846,Essex,Fairfield Township,2.96747809
45004,Essex,Fairfield Township,28.67468488
45063,Essex,Fairfield Township,3.28209494
45072,Essex,Fairfield Township,14.15468448
45243,Essex,Fairfield Township,1.10193326
45335,Essex,Fairfield Township,14.8984435
45498,Essex,Fairfield Township,1.60737916
45758,Essex,Fairfield Township,2.53030815
46242,Essex,Fairfield Township,26.94542427
46586,Essex,Fairfield Township,0.10264551
47209,Essex,Fairfield Township,1.6310741
47338,Essex,Fairfield Township,4.67702005
47684,Essex,Fairfield Township,1.78404681
47705,Essex,Fairfield Township,5.08301774
48505,Essex,Fairfield Township,0.18994025
48785,Essex,Fairfield Township,3.29025002
49471,Essex,Fairfield Township,5.46453191
50074,Essex,Fairfield Township,31.96670074
50771,Essex,Fairfield Township,3.992015
50888,Essex,Fairfield Township,8.96810523
51035,Essex,Fairfield Township,19.09217035
51100,Essex,Fairfield Township,0.93278379
51183,Essex,Fairfield Township,17.95247157
51350,Essex,Fairfield Township,83.31271737
51417,Essex,Fairfield Township,1.47587875
51565,Essex,Fairfield Township,1.58366724
51963,Essex,Fairfield Township,2.97344138
52006,Essex,Fairfield Township,0.21801191
52012,Essex,Fairfield Township,0.05648036
52259,Essex,Fairfield Township,3.6490622
52310,Essex,Fairfield Township,13.97005432
53134,Essex,Fairfield Township,5.84703672
53663,Essex,Fairfield Township,1.99019771
53834,Essex,Fairfield Township,0.07458992
53888,Essex,Fairfield Township,6.56791813
54406,Essex,Fairfield Township,3.72472666
54520,Essex,Fairfield Township,75.30440329
54948,Essex,Fairfield Township,1.83423841
55009,Essex,Fairfield Township,0.06887101
55157,Essex,Fairfield Township,0.39469139
55188,Essex,Fairfield Township,5.99945436
55362,Essex,Fairfield Township,10.94602579
55605,Essex,Fairfield Township,9.30948139
55632,Essex,Fairfield Township,12.94630842
55825,Essex,Fairfield Township,4.82809696
56125,Essex,Fairfield Township,3.16986124
56322,Essex,Fairfield Township,1.71577131
56797,Essex,Fairfield Township,8.15310705
56957,Essex,Fairfield Township,1.40324742
57239,Essex,Fairfield Township,24.4692861
57269,Essex,Fairfield Township,9.58399519
57528,Essex,Fairfield Township,0.10727955
57838,Essex,Fairfield Township,2.6883095
58166,Essex,Fairfield Township,0.98542193
58208,Essex,Fairfield Township,1.79063391
58246,Essex,Fairfield Township,1.14662755
59563,Essex,Fairfield Township,1.10621597
59788,Essex,Fairfield Township,17.66733567
59834,Essex,Fairfield Township,0.27548354
60163,Essex,Fairfield Township,5.68921773
60173,Essex,Fairfield Township,0.48646388
60258,Essex,Fairfield Township,22.05762667
60347,Essex,Fairfield Township,0.94153631
60647,Essex,Fairfield Township,2.72768912
60875,Essex,Fairfield Township,0.37952085
61112,Essex,Fairfield Township,0.05573492
61159,Essex,Fairfield Township,12.38209485
61241,Essex,Fairfield Township,1.88152463
61332,Essex,Fairfield Township,22.2199842
61364,Essex,Fairfield Township,5.66098877
62027,Essex,Fairfield Township,5.56779233
62170,Essex,Fairfield Township,27.02239778
62417,Essex,Fairfield Township,5.98970443
62492,Essex,Fairfield Township,3.53767743
62726,Essex,Fairfield Township,3.61300484
62830,Essex,Fairfield Township,6.65701355
63009,Essex,Fairfield Township,1.58989879
63169,Essex,Fairfield Township,0.06887088
63517,Essex,Fairfield Township,4.48197564
63568,Essex,Fairfield Township,3.27743019
63719,Essex,Fairfield Township,5.2972025
63798,Essex,Fairfield Township,3.5062181
64108,Essex,Fairfield Township,7.24536117
64197,Essex,Fairfield Township,9.73839869
64339,Essex,Fairfield Township,10.6776101
64697,Essex,Fairfield Township,0.09149078
65059,Essex,Fairfield Township,11.82827556
65224,Essex,Fairfield Township,3.22278478
65294,Essex,Fairfield Township,0.22957608
65307,Essex,Fairfield Township,32.00612682
65844,Essex,Fairfield Township,4.20307228
66104,Essex,Fairfield Township,2.76913786
66117,Essex,Fairfield Township,4.93379141
66154,Essex,Fairfield Township,3.00301932
66164,Essex,Fairfield Township,5.3958654
66175,Essex,Fairfield Township,24.21806866
66244,Essex,Fairfield Township,8.66034497
66245,Essex,Fairfield Township,6.01140374
66333,Essex,Fairfield Township,7.21521974
66391,Essex,Fairfield Township,5.25467749
67166,Essex,Fairfield Township,0.65028812
67386,Essex,Fairfield Township,4.00016872
67465,Essex,Fairfield Township,3.15635262
67480,Essex,Fairfield Township,17.42956406
67836,Essex,Fairfield Township,0.17217725
68071,Essex,Fairfield Township,0.21294216
68351,Essex,Fairfield Township,1.7237421
68572,Essex,Fairfield Township,2.9651603
68958,Essex,Fairfield Township,18.55812907
69413,Essex,Fairfield Township,2.97816357
69521,Essex,Fairfield Township,3.04061754
69530,Essex,Fairfield Township,9.2948228
69612,Essex,Fairfield Township,6.46214798
69903,Essex,Fairfield Township,15.69099047
69912,Essex,Fairfield Township,8.16831397
69953,Essex,Fairfield Township,0.64398025
70501,Essex,Fairfield Township,15.35361108
70551,Essex,Fairfield Township,7.26218044
70838,Essex,Fairfield Township,45.57043305
71027,Essex,Fairfield Township,17.11493147
71088,Essex,Fairfield Township,6.02417641
71095,Essex,Fairfield Township,4.12947466
71157,Essex,Fairfield Township,16.45526863
71172,Essex,Fairfield Township,12.94101291
71294,Essex,Fairfield Township,9.2246599
73299,Essex,Fairfield Township,0.76592576
74265,Essex,Fairfield Township,0.47052989
76436,Essex,Fairfield Township,0.26899209
76557,Essex,Fairfield Township,0.26342805
77815,Essex,Fairfield Township,0.12446745
78677,Essex,Fairfield Township,0.10931784
81326,Essex,Fairfield Township,2.57590626
83428,Essex,Fairfield Township,0.23772246
83715,Essex,Fairfield Township,0.11135018
86339,Essex,Fairfield Township,0.44197577
87702,Essex,Fairfield Township,0.54895401
87872,Essex,Fairfield Township,0.4597503
90239,Essex,Fairfield Township,30.06900284
15388,Essex,Glen Ridge Borough,4.48818477
16299,Essex,Glen Ridge Borough,0.23439724
16317,Essex,Glen Ridge Borough,0.81079751
19059,Essex,Glen Ridge Borough,3.84813958
20492,Essex,Glen Ridge Borough,1.05488105
20602,Essex,Glen Ridge Borough,1.78400553
27546,Essex,Glen Ridge Borough,0.12492159
29281,Essex,Glen Ridge Borough,0.85377243
45312,Essex,Glen Ridge Borough,1.71580186
46269,Essex,Glen Ridge Borough,0.49927335
58011,Essex,Glen Ridge Borough,3.35256069
60634,Essex,Glen Ridge Borough,3.19879223
63889,Essex,Glen Ridge Borough,0.87677837
63964,Essex,Glen Ridge Borough,0.01562803
84253,Essex,Glen Ridge Borough,0.96276709
88641,Essex,Glen Ridge Borough,4.68690638
1764,Essex,Irvington Township,0.16702905
2648,Essex,Irvington Township,0.09846365
4000,Essex,Irvington Township,0.58633555
4186,Essex,Irvington Township,0.69865889
5204,Essex,Irvington Township,0.11478462
7534,Essex,Irvington Township,0.12482877
7755,Essex,Irvington Township,24.40446697
14844,Essex,Irvington Township,0.19885952
19296,Essex,Irvington Township,0.30457599
55842,Essex,Irvington Township,0.03587257
56876,Essex,Irvington Township,0.08415778
68457,Essex,Irvington Township,0.38922079
73147,Essex,Irvington Township,0.07032507
74434,Essex,Irvington Township,0.06629795
74688,Essex,Irvington Township,0.09550105
76500,Essex,Irvington Township,2.18377304
77030,Essex,Irvington Township,1.99127588
77585,Essex,Irvington Township,3.81089454
80754,Essex,Irvington Township,0.65871258
81040,Essex,Irvington Township,2.13298016
81193,Essex,Irvington Township,2.54339778
83436,Essex,Irvington Township,0.06625277
83968,Essex,Irvington Township,0.06241468
84336,Essex,Irvington Township,3.36489668
85094,Essex,Irvington Township,0.12482848
86398,Essex,Irvington Township,0.67032952
86694,Essex,Irvington Township,0.05739256
88029,Essex,Irvington Township,0.49526479
88945,Essex,Irvington Township,3.22261475
89226,Essex,Irvington Township,7.54538597
89307,Essex,Irvington Township,0.09550075
90448,Essex,Irvington Township,0.08149396
90598,Essex,Irvington Township,0.06241433
744,Essex,Livingston Township,7.18700103
3822,Essex,Livingston Township,2.0551509
4867,Essex,Livingston Township,8.11190464
5108,Essex,Livingston Township,3.42872107
6815,Essex,Livingston Township,14.93961473
8652,Essex,Livingston Township,18.75199187
9865,Essex,Livingston Township,2.5179896
11221,Essex,Livingston Township,27.06367845
11477,Essex,Livingston Township,9.14782341
11633,Essex,Livingston Township,3.96471431
11738,Essex,Livingston Township,56.36472229
12063,Essex,Livingston Township,1.72148859
12302,Essex,Livingston Township,3.66139408
12334,Essex,Livingston Township,2.85166423
12560,Essex,Livingston Township,1.13592757
12629,Essex,Livingston Township,15.94941213
13878,Essex,Livingston Township,0.71639904
14178,Essex,Livingston Township,3.46596772
15078,Essex,Livingston Township,0.88457621
15296,Essex,Livingston Township,0.40934069
15635,Essex,Livingston Township,4.00502607
15758,Essex,Livingston Township,5.6111689
17329,Essex,Livingston Township,0.97551376
17820,Essex,Livingston Township,0.47786889
17852,Essex,Livingston Township,31.59812562
17982,Essex,Livingston Township,1.05927139
18208,Essex,Livingston Township,0.09876425
19041,Essex,Livingston Township,26.74370194
19077,Essex,Livingston Township,0.69071593
24071,Essex,Livingston Township,28.54398571
25240,Essex,Livingston Township,0.12712241
25352,Essex,Livingston Township,19.79731634
25559,Essex,Livingston Township,0.25825218
25663,Essex,Livingston Township,51.73995253
26240,Essex,Livingston Township,9.91644848
26241,Essex,Livingston Township,0.43075793
26242,Essex,Livingston Township,5.21429248
26243,Essex,Livingston Township,9.07365034
26432,Essex,Livingston Township,0.30321019
26635,Essex,Livingston Township,41.45941998
28063,Essex,Livingston Township,0.97693484
28258,Essex,Livingston Township,1.17331354
33787,Essex,Livingston Township,161.7943653
38437,Essex,Livingston Township,2.32460898
38471,Essex,Livingston Township,11.59403902
38696,Essex,Livingston Township,4.34966143
39344,Essex,Livingston Township,0.35999497
39434,Essex,Livingston Township,0.91100655
39518,Essex,Livingston Township,2.29851186
40759,Essex,Livingston Township,2.08778598
40973,Essex,Livingston Township,67.43051382
41441,Essex,Livingston Township,94.2127175
41682,Essex,Livingston Township,8.49265594
41977,Essex,Livingston Township,0.68212421
42000,Essex,Livingston Township,0.11892792
42482,Essex,Livingston Township,5.21823295
43096,Essex,Livingston Township,85.53140575
43514,Essex,Livingston Township,9.61699216
43852,Essex,Livingston Township,2.04353223
43992,Essex,Livingston Township,0.31863034
44160,Essex,Livingston Township,2.81363895
44167,Essex,Livingston Township,1.32340546
46421,Essex,Livingston Township,10.39093022
46607,Essex,Livingston Township,4.42516054
46761,Essex,Livingston Township,4.81795946
47298,Essex,Livingston Township,7.42648507
47552,Essex,Livingston Township,20.29815497
47554,Essex,Livingston Township,1.0626028
48512,Essex,Livingston Township,0.63487431
49824,Essex,Livingston Township,0.2926159
50609,Essex,Livingston Township,18.0806642
50905,Essex,Livingston Township,32.41007497
50964,Essex,Livingston Township,129.9726114
51114,Essex,Livingston Township,0.31962208
51164,Essex,Livingston Township,4.12731684
51210,Essex,Livingston Township,0.63070175
51426,Essex,Livingston Township,15.79972824
53141,Essex,Livingston Township,59.28117033
53497,Essex,Livingston Township,13.60878532
53722,Essex,Livingston Township,4.36421344
54238,Essex,Livingston Township,0.70435349
54476,Essex,Livingston Township,0.36898485
54590,Essex,Livingston Township,0.58552243
54640,Essex,Livingston Township,1.37680141
54929,Essex,Livingston Township,88.00919162
55660,Essex,Livingston Township,34.63971019
56030,Essex,Livingston Township,1.23236634
56131,Essex,Livingston Township,14.63406939
56335,Essex,Livingston Township,0.63484495
57373,Essex,Livingston Township,19.20817513
57459,Essex,Livingston Township,103.5299125
57567,Essex,Livingston Township,5.65802643
57796,Essex,Livingston Township,10.43352845
58028,Essex,Livingston Township,7.28487964
58784,Essex,Livingston Township,0.36011542
58796,Essex,Livingston Township,0.93379942
59581,Essex,Livingston Township,0.60966403
60236,Essex,Livingston Township,0.68777119
60554,Essex,Livingston Township,7.70059018
60792,Essex,Livingston Township,1.29112421
61013,Essex,Livingston Township,0.14580173
61206,Essex,Livingston Township,2.2684115
61600,Essex,Livingston Township,0.31366892
61737,Essex,Livingston Township,10.88832668
62022,Essex,Livingston Township,12.6440735
62086,Essex,Livingston Township,1.61146015
62690,Essex,Livingston Township,0.57309948
63632,Essex,Livingston Township,1.63083874
63820,Essex,Livingston Township,0.19547366
64082,Essex,Livingston Township,6.66895491
64142,Essex,Livingston Township,0.16145819
64371,Essex,Livingston Township,11.98726622
64648,Essex,Livingston Township,0.00833284
64890,Essex,Livingston Township,0.13394176
64964,Essex,Livingston Township,3.73520103
64999,Essex,Livingston Township,0.34038635
65596,Essex,Livingston Township,3.49745928
65612,Essex,Livingston Township,4.23284508
65934,Essex,Livingston Township,4.96272162
68358,Essex,Livingston Township,14.24817801
69333,Essex,Livingston Township,5.51094347
69409,Essex,Livingston Township,17.48295468
69666,Essex,Livingston Township,34.542231
69756,Essex,Livingston Township,0.15860849
70028,Essex,Livingston Township,4.82147507
70893,Essex,Livingston Township,1.99759563
71014,Essex,Livingston Township,15.74334671
74704,Essex,Livingston Township,1.25036387
75020,Essex,Livingston Township,55.23057327
76617,Essex,Livingston Township,37.80551334
77643,Essex,Livingston Township,0.32178802
79153,Essex,Livingston Township,7.88379039
79343,Essex,Livingston Township,5.64655805
81508,Essex,Livingston Township,0.04579837
81875,Essex,Livingston Township,171.7657559
82641,Essex,Livingston Township,0.06248198
83700,Essex,Livingston Township,1.47770743
83923,Essex,Livingston Township,8.43052948
86217,Essex,Livingston Township,1.58121457
86224,Essex,Livingston Township,42.32335509
86542,Essex,Livingston Township,1.00070391
86999,Essex,Livingston Township,0.01177526
88155,Essex,Livingston Township,5.51601626
88606,Essex,Livingston Township,12.19583237
89748,Essex,Livingston Township,1.96536623
89797,Essex,Livingston Township,14.1816206
468,Essex,Maplewood Township,212.127808
841,Essex,Maplewood Township,0.81262852
10740,Essex,Maplewood Township,8.00109123
17847,Essex,Maplewood Township,2.48192395
28614,Essex,Maplewood Township,8.22010947
39947,Essex,Maplewood Township,0.99865523
41756,Essex,Maplewood Township,4.13973936
42229,Essex,Maplewood Township,33.04802105
46916,Essex,Maplewood Township,15.8285459
58533,Essex,Maplewood Township,224.7718668
63227,Essex,Maplewood Township,7.60198959
68825,Essex,Maplewood Township,15.05190895
76023,Essex,Maplewood Township,7.29501772
89990,Essex,Maplewood Township,1.81354245
5035,Essex,Millburn Township,206.5990746
13986,Essex,Millburn Township,1.05837697
33902,Essex,Millburn Township,2.99720454
33948,Essex,Millburn Township,16.05480346
34028,Essex,Millburn Township,41.23756749
34101,Essex,Millburn Township,2.95728164
34190,Essex,Millburn Township,129.3505118
34279,Essex,Millburn Township,4.45702918
41955,Essex,Millburn Township,17.15481116
44108,Essex,Millburn Township,252.9049684
45558,Essex,Millburn Township,2.34837646
46776,Essex,Millburn Township,2.39246833
47119,Essex,Millburn Township,11.21380901
50088,Essex,Millburn Township,1.22375074
50450,Essex,Millburn Township,0.51553066
52096,Essex,Millburn Township,32.64108804
52294,Essex,Millburn Township,3.28733516
56919,Essex,Millburn Township,0.1284942
59066,Essex,Millburn Township,69.42105471
61653,Essex,Millburn Township,54.15235944
62598,Essex,Millburn Township,14.86468077
64252,Essex,Millburn Township,0.71550892
64885,Essex,Millburn Township,21.79870601
66645,Essex,Millburn Township,16.23090466
74372,Essex,Millburn Township,164.5664008
75455,Essex,Millburn Township,4.21887628
76167,Essex,Millburn Township,0.57830041
78944,Essex,Millburn Township,1.76156198
79813,Essex,Millburn Township,0.69927793
79975,Essex,Millburn Township,0.79237153
81583,Essex,Millburn Township,635.3612224
83925,Essex,Millburn Township,0.60371117
85259,Essex,Millburn Township,25.17673629
86923,Essex,Millburn Township,1.02767075
87225,Essex,Millburn Township,0.50090847
89543,Essex,Millburn Township,1.02589949
90037,Essex,Millburn Township,5.81906431
2719,Essex,Montclair Township,1.73549744
3566,Essex,Montclair Township,3.25428707
6854,Essex,Montclair Township,19.34715741
6855,Essex,Montclair Township,14.42215281
12109,Essex,Montclair Township,1.68895895
12440,Essex,Montclair Township,4.89712615
12710,Essex,Montclair Township,0.32743652
13471,Essex,Montclair Township,2.07410794
13863,Essex,Montclair Township,9.76935873
14176,Essex,Montclair Township,1.50451317
15400,Essex,Montclair Township,5.10424521
16216,Essex,Montclair Township,3.233065
18501,Essex,Montclair Township,3.63323182
24066,Essex,Montclair Township,0.00158978
25398,Essex,Montclair Township,8.52970859
26365,Essex,Montclair Township,0.19253408
26898,Essex,Montclair Township,1.06272843
38436,Essex,Montclair Township,42.91849043
41257,Essex,Montclair Township,0.10468338
41472,Essex,Montclair Township,0.45953297
41832,Essex,Montclair Township,5.61620671
43143,Essex,Montclair Township,5.08474144
43318,Essex,Montclair Township,7.97865434
43926,Essex,Montclair Township,0.93713921
45305,Essex,Montclair Township,0.03079753
45614,Essex,Montclair Township,0.29515389
46560,Essex,Montclair Township,0.66643308
46860,Essex,Montclair Township,0.2716108
48740,Essex,Montclair Township,8.07731812
49099,Essex,Montclair Township,27.85278659
49109,Essex,Montclair Township,1.0558304
56224,Essex,Montclair Township,2.10563732
57966,Essex,Montclair Township,2.64621157
60885,Essex,Montclair Township,0.04374308
63359,Essex,Montclair Township,0.28738716
64088,Essex,Montclair Township,7.96893588
67086,Essex,Montclair Township,15.96226944
67500,Essex,Montclair Township,1.51054981
68062,Essex,Montclair Township,0.63996137
69694,Essex,Montclair Township,17.8172162
71003,Essex,Montclair Township,0.87088171
74795,Essex,Montclair Township,1.17685462
77726,Essex,Montclair Township,7.4987217
80031,Essex,Montclair Township,1.9477235
81498,Essex,Montclair Township,2.29422198
82045,Essex,Montclair Township,1.32934959
82860,Essex,Montclair Township,1.70092722
83942,Essex,Montclair Township,29.8468699
85929,Essex,Montclair Township,4.61837467
89178,Essex,Montclair Township,0.78271371
90411,Essex,Montclair Township,6.63415261
158,Essex,Newark City,0.11451884
694,Essex,Newark City,0.06032162
1241,Essex,Newark City,0.73182047
1300,Essex,Newark City,0.05819571
1560,Essex,Newark City,0.05842953
2179,Essex,Newark City,7.93055279
2483,Essex,Newark City,0.02593324
2541,Essex,Newark City,9.56596077
2543,Essex,Newark City,1.52068058
2732,Essex,Newark City,0.05269475
2795,Essex,Newark City,0.06107574
2818,Essex,Newark City,0.01635931
2935,Essex,Newark City,0.77955148
3028,Essex,Newark City,0.38147728
3309,Essex,Newark City,0.00656063
3684,Essex,Newark City,0.05836854
3728,Essex,Newark City,0.05726938
3745,Essex,Newark City,124.2230274
4061,Essex,Newark City,2.11192234
4064,Essex,Newark City,29.28214317
4806,Essex,Newark City,0.21565753
4973,Essex,Newark City,0.05809892
5049,Essex,Newark City,0.05795071
7305,Essex,Newark City,0.05384994
7544,Essex,Newark City,1.23736248
7680,Essex,Newark City,0.15154945
7685,Essex,Newark City,0.16612789
7769,Essex,Newark City,0.02526509
7821,Essex,Newark City,0.96088566
9748,Essex,Newark City,0.43087495
9754,Essex,Newark City,4.06550751
11191,Essex,Newark City,1.45799467
11972,Essex,Newark City,0.24431194
12604,Essex,Newark City,0.02109879
12765,Essex,Newark City,0.05080966
12820,Essex,Newark City,0.19949742
12921,Essex,Newark City,0.0573923
12995,Essex,Newark City,0.03826138
13623,Essex,Newark City,4.21525102
13728,Essex,Newark City,0.79357018
14470,Essex,Newark City,0.07293679
14600,Essex,Newark City,5.13638507
15404,Essex,Newark City,0.47960876
15488,Essex,Newark City,0.67887326
15884,Essex,Newark City,0.51328047
15907,Essex,Newark City,0.03826172
16453,Essex,Newark City,0.50546384
16565,Essex,Newark City,3.16594187
17870,Essex,Newark City,0.06737302
19635,Essex,Newark City,0.05522794
23978,Essex,Newark City,0.32677684
23979,Essex,Newark City,0.11351495
24010,Essex,Newark City,0.26184256
24016,Essex,Newark City,0.25627711
24037,Essex,Newark City,0.24195876
24038,Essex,Newark City,1.86616307
24039,Essex,Newark City,0.0256649
24040,Essex,Newark City,0.62795501
24073,Essex,Newark City,0.31183463
24861,Essex,Newark City,0.02120805
26881,Essex,Newark City,0.12739996
30022,Essex,Newark City,0.06015607
30754,Essex,Newark City,0.43893052
37759,Essex,Newark City,0.02347007
38268,Essex,Newark City,0.05122277
39049,Essex,Newark City,3.35140221
39850,Essex,Newark City,0.33735953
40976,Essex,Newark City,0.06030198
41004,Essex,Newark City,0.09759807
41497,Essex,Newark City,0.1312218
42313,Essex,Newark City,0.05325674
42511,Essex,Newark City,0.0579192
42833,Essex,Newark City,0.05025152
42982,Essex,Newark City,0.21378289
44199,Essex,Newark City,2.36980043
44424,Essex,Newark City,0.0382613
44530,Essex,Newark City,0.09103872
44624,Essex,Newark City,0.35856205
46888,Essex,Newark City,0.03691959
48458,Essex,Newark City,0.01944632
48575,Essex,Newark City,0.33473356
48767,Essex,Newark City,10.78802662
49000,Essex,Newark City,0.96626076
49301,Essex,Newark City,0.06036334
49711,Essex,Newark City,0.17350974
50010,Essex,Newark City,0.03826184
50917,Essex,Newark City,0.49977534
52013,Essex,Newark City,1.28443099
53589,Essex,Newark City,0.01810883
54067,Essex,Newark City,0.48801587
54132,Essex,Newark City,1.18440212
54552,Essex,Newark City,0.09787221
54708,Essex,Newark City,0.49189164
57016,Essex,Newark City,0.42109355
57636,Essex,Newark City,0.0984887
57769,Essex,Newark City,0.42989145
58581,Essex,Newark City,0.61456455
58880,Essex,Newark City,0.1018503
59435,Essex,Newark City,7.63356016
59590,Essex,Newark City,0.06499542
59668,Essex,Newark City,0.53089259
60093,Essex,Newark City,0.14917353
60786,Essex,Newark City,0.1101172
61080,Essex,Newark City,0.06022867
61366,Essex,Newark City,0.6443185
61886,Essex,Newark City,0.09895666
62529,Essex,Newark City,1.15968875
62718,Essex,Newark City,0.04477218
63447,Essex,Newark City,0.38952321
63780,Essex,Newark City,0.63132795
64646,Essex,Newark City,0.90727571
65180,Essex,Newark City,0.59387404
66999,Essex,Newark City,0.17691337
67238,Essex,Newark City,0.18569843
68164,Essex,Newark City,0.44686672
68789,Essex,Newark City,0.22371937
69437,Essex,Newark City,0.11386938
69553,Essex,Newark City,4.47262848
71047,Essex,Newark City,0.53700896
71110,Essex,Newark City,1.20564361
72521,Essex,Newark City,1.61928682
72950,Essex,Newark City,0.02586652
73136,Essex,Newark City,0.05826245
73963,Essex,Newark City,0.02538674
74079,Essex,Newark City,0.5778471
74774,Essex,Newark City,0.02683032
74915,Essex,Newark City,0.05456199
74922,Essex,Newark City,0.05654768
75204,Essex,Newark City,0.06748427
75267,Essex,Newark City,6.24422481
75282,Essex,Newark City,0.05817819
75634,Essex,Newark City,0.62793641
75725,Essex,Newark City,0.04520115
75801,Essex,Newark City,0.13438109
76277,Essex,Newark City,5.86982
76420,Essex,Newark City,0.06427892
76645,Essex,Newark City,0.28728521
76662,Essex,Newark City,0.15566071
76880,Essex,Newark City,0.05872725
76969,Essex,Newark City,3.72216578
77103,Essex,Newark City,1.06055164
77416,Essex,Newark City,0.02544444
77477,Essex,Newark City,9.62697384
77853,Essex,Newark City,0.30154616
78091,Essex,Newark City,1.38639941
78116,Essex,Newark City,0.02672785
78678,Essex,Newark City,0.34702642
79084,Essex,Newark City,0.05800123
79360,Essex,Newark City,0.02733666
79373,Essex,Newark City,0.05796096
79499,Essex,Newark City,0.19845562
79649,Essex,Newark City,0.02591581
80460,Essex,Newark City,0.54644133
80544,Essex,Newark City,0.14538729
80545,Essex,Newark City,0.2156849
80590,Essex,Newark City,2.70601059
80783,Essex,Newark City,0.14667221
80834,Essex,Newark City,0.02573951
81398,Essex,Newark City,0.21487765
81529,Essex,Newark City,0.05765299
82684,Essex,Newark City,0.84215201
82961,Essex,Newark City,0.05779197
83036,Essex,Newark City,0.4256068
83563,Essex,Newark City,0.08738545
83613,Essex,Newark City,56.75191168
83871,Essex,Newark City,0.45616481
84252,Essex,Newark City,1.03865213
84458,Essex,Newark City,0.06091362
